Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,152.35000610351562,153.38999938964844,151.6300048828125,153.08999633789062,151.52186584472656,33834300
2020-06-09,150.86000061035156,151.77000427246094,149.05999755859375,150.25999450683594,148.72085571289062,39646000
2020-06-10,150.08999633789062,150.25999450683594,145.89999389648438,146.17999267578125,144.68264770507812,51774500
2020-06-11,140.14999389648438,141.02999877929688,134.77000427246094,135.02999877929688,133.64686584472656,72041500
2020-06-12,140.3300018310547,141.02000427246094,134.14999389648438,138.27000427246094,136.8536834716797,63843800
2020-06-15,133.27999877929688,142.05999755859375,133.27999877929688,140.99000549316406,140.01771545410156,57354800
2020-06-16,146.69000244140625,146.69000244140625,141.02999877929688,144.3800048828125,143.3843231201172,48957000
2020-06-17,144.58999633789062,144.99000549316406,141.32000732421875,141.77000427246094,140.79232788085938,34468200
2020-06-18,140.3699951171875,143.30999755859375,139.80999755859375,141.72000122070312,140.74267578125,26974100
2020-06-19,144.4199981689453,144.50999450683594,139.83999633789062,140.99000549316406,140.01771545410156,50293800
2020-06-22,140.24000549316406,142.55999755859375,138.8300018310547,142.39999389648438,141.41796875,28983200
2020-06-23,144.32000732421875,144.66000366210938,142.64999389648438,143.0,142.01385498046875,20344200
2020-06-24,141.10000610351562,141.60000610351562,136.30999755859375,138.36000061035156,137.4058380126953,42998700
2020-06-25,137.7100067138672,140.5800018310547,136.2899932861328,140.4499969482422,139.48141479492188,37124100
2020-06-26,139.47999572753906,139.8300018310547,136.49000549316406,136.6699981689453,135.7274932861328,39100100
2020-06-29,138.7100067138672,141.99000549316406,137.10000610351562,141.13999938964844,140.1666717529297,33935200
2020-06-30,140.6699981689453,143.6199951171875,140.58999633789062,143.17999267578125,142.19259643554688,32865900
2020-07-01,143.64999389648438,144.50999450683594,141.24000549316406,141.82000732421875,140.84197998046875,26457500
2020-07-02,144.55999755859375,145.27999877929688,141.88999938964844,142.39999389648438,141.41796875,24022400
2020-07-06,145.32000732421875,145.6999969482422,142.92999267578125,143.42999267578125,142.4408721923828,19858200
2020-07-07,142.17999267578125,143.44000244140625,140.47999572753906,140.88999938964844,139.91839599609375,22661000
2020-07-08,140.75999450683594,142.5,139.10000610351562,141.94000244140625,140.96116638183594,27358900
2020-07-09,142.02000427246094,142.35000610351562,137.24000549316406,139.07000732421875,138.1109619140625,34647800
2020-07-10,139.13999938964844,141.5,138.4600067138672,141.30999755859375,140.3354949951172,24008200
2020-07-13,142.8000030517578,144.63999938964844,139.38999938964844,139.52000427246094,138.55784606933594,34235500
2020-07-14,139.42999267578125,141.97999572753906,138.63999938964844,141.8300018310547,140.85191345214844,28114000
2020-07-15,145.4199981689453,147.77999877929688,144.7899932861328,147.02999877929688,146.01605224609375,40770100
2020-07-16,146.11000061035156,146.6699981689453,144.8800048828125,146.16000366210938,145.1520538330078,30530800
2020-07-17,146.67999267578125,147.58999633789062,145.50999450683594,146.58999633789062,145.57907104492188,20644100
2020-07-20,146.1199951171875,146.85000610351562,145.14999389648438,145.9600067138672,144.95343017578125,19663300
2020-07-21,147.47000122070312,149.16000366210938,147.1999969482422,148.02999877929688,147.0091552734375,24544700
2020-07-22,147.08999633789062,148.6699981689453,147.02999877929688,148.11000061035156,147.08860778808594,24424800
2020-07-23,147.97999572753906,150.1999969482422,146.6999969482422,148.25999450683594,147.23756408691406,21704900
2020-07-24,147.2899932861328,147.6699981689453,145.55999755859375,146.0800018310547,145.07260131835938,20015500
2020-07-27,146.19000244140625,147.69000244140625,145.38999938964844,147.60000610351562,146.58212280273438,13370700
2020-07-28,147.07000732421875,148.0399932861328,146.05999755859375,146.1300048828125,145.1222686767578,13268000
2020-07-29,147.0,149.4499969482422,146.97999572753906,149.35000610351562,148.320068359375,19864400
2020-07-30,147.13999938964844,149.1199951171875,146.3300018310547,148.75999450683594,147.73411560058594,23618900
2020-07-31,148.13999938964844,148.4199981689453,144.6699981689453,147.36000061035156,146.34378051757812,29936500
2020-08-03,148.2899932861328,149.97000122070312,147.22000122070312,149.75999450683594,148.72723388671875,20777100
2020-08-04,149.38999938964844,150.92999267578125,149.0399932861328,150.7899932861328,149.75010681152344,20285000
2020-08-05,152.2899932861328,153.88999938964844,151.77999877929688,153.7899932861328,152.72943115234375,18526900
2020-08-06,153.8000030517578,154.44000244140625,152.91000366210938,153.72999572753906,152.6698455810547,18237700
